video_path,split
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3y3au0hVfm8.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3ySH8eJQRCI.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3ySH8eJQRCI.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3ySH8eJQRCI.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3ySH8eJQRCI.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3ySH8eJQRCI.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3yU-7AXnFCM.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3yU-7AXnFCM.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3zAyM2edy1g.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3zAyM2edy1g.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3zAyM2edy1g.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\3ZwXifihvtA.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\40rn4A64Bdk.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\40rn4A64Bdk.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\41NNb7cucVo.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\41NNb7cucVo.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\41NNb7cucVo.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\41NNb7cucVo.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\43tayteIFRk.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\44rxmXiga90.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\44rxmXiga90.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\44rxmXiga90.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\44rxmXiga90.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\44rxmXiga90.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\45SH4ohAH3M.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\45SH4ohAH3M.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\45SH4ohAH3M.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\48S9_KZvzVw.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\48S9_KZvzVw.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\48S9_KZvzVw.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\48S9_KZvzVw.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\495hLlCEW64.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\495hLlCEW64.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\495hLlCEW64.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4a6-tNo-NDM.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4bDOetaLvZs.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4bDOetaLvZs.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4bDOetaLvZs.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4CiR99jTzso.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4CSV8L7aVik.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4F-WBGPXiqQ.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4fN-DKUzgWQ.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4fN-DKUzgWQ.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4ICb270oLpE.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4ICb270oLpE.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4JjpfL4y3XM.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4JjpfL4y3XM.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4JYmE9a21aI.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4JYmE9a21aI.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4KD3XCMsIBs.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4kIHxR6s1L4.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4kIHxR6s1L4.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4kIHxR6s1L4.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lH5nLSwmoM.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lH5nLSwmoM.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lIbWq27O84.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lIbWq27O84.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lIbWq27O84.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lj66h4CXI8.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lj66h4CXI8.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lj66h4CXI8.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lyKh2_xCDQ.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4lyKh2_xCDQ.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4LZJvOecyM8.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4LZJvOecyM8.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4LZJvOecyM8.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4nir0YtjHVs.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4nir0YtjHVs.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4nJLbAKgwfw.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4NzqG0XwOWg.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4NzqG0XwOWg.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4Qr1BjZhnpg.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4QUgf0dHnKk.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4QUgf0dHnKk.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4RoZPrjRQZE.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4sCa35TOxgs.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4T9UUWWRE94.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4T9UUWWRE94.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4TpJ1FT2w6Y.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4TpJ1FT2w6Y.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4TpJ1FT2w6Y.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4TpJ1FT2w6Y.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4V7doeEKsus.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4V7doeEKsus.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4vdJGgZpj4k.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4vdJGgZpj4k.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4vJ69g7gAH4.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4VwcU0ROy5k.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4VwcU0ROy5k.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4VwcU0ROy5k.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4xdT0Uedsro.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4xdT0Uedsro.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4XdZDodpzac.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4XdZDodpzac.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4yogPbHFQ9o.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4yogPbHFQ9o.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4yogPbHFQ9o.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4yogPbHFQ9o.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4zkY1SG-7xc.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4ZlcaXadwlo.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4ZlcaXadwlo.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4ZlcaXadwlo.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\4ZlcaXadwlo.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5-mwIFjOWZ4.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\50gokPvvMs8.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\50gokPvvMs8.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\51hGkzvYP00.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\51KRxB3g7A8.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\51z2rCqPqPE.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\51z2rCqPqPE.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\521sm7CTyfg.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\521sm7CTyfg.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\521sm7CTyfg.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\521sm7CTyfg.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\521sm7CTyfg.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\53gtUkC7IZM.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\53QFyec0uN0.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\53QFyec0uN0.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\53srfuqv9LM.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\53srfuqv9LM.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54JawR1x0II.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54JawR1x0II.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54K75EhiTEk.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54K75EhiTEk.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54K75EhiTEk.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54K75EhiTEk.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54TGLGvIm_8.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54TGLGvIm_8.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54TGLGvIm_8.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\54TGLGvIm_8.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\57o4odfqTs8.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\57o4odfqTs8.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\57RdMTGegww.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\59Smv7wl--w.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\59Smv7wl--w.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\59Smv7wl--w.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\59Smv7wl--w.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Bgd2zgiT0Q.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5bi_PM3XMEQ.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5BPGRteF64Y.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5BPGRteF64Y.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5BPGRteF64Y.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5CRqN54uejE.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5CRqN54uejE.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5CRqN54uejE.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Eez38v8TuU.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Eez38v8TuU.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Eez38v8TuU.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5f6s8cwA7WQ.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5f6s8cwA7WQ.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5f6s8cwA7WQ.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5f6s8cwA7WQ.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5ghk5950BhU.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5ghk5950BhU.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5ghk5950BhU.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5gJsrcXQvrk.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5h5Pajjc_xM.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5hFRSHAis2E.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5hFRSHAis2E.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5IqtX-uq28E.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5IqtX-uq28E.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5kaqMZ7SB9w.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5KHOpRCxnwQ.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Ku4_r_Yxsk.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Ku4_r_Yxsk.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5kwoq4EZixQ.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5kwoq4EZixQ.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5kwoq4EZixQ.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5kwoq4EZixQ.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5kY-Iv6UkeU.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Mc-mjLvvGU.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Mc-mjLvvGU.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5PsD_NFMWpQ.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5T2PhH-OMds.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5T2PhH-OMds.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5T2PhH-OMds.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5TYuLy7JLj4.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5U0xeSXEZOU.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5U0xeSXEZOU.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5U0xeSXEZOU.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5U0xeSXEZOU.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5uFZ-2kYGO0.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5VG1EgzvprE.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5VG1EgzvprE.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Wfa94_5Psg.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Wfa94_5Psg.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Wfa94_5Psg.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5Wmlo8Z5yVA.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5wpoKhbt28c.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5wpoKhbt28c.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5xA8-Y5qgT0.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5xA8-Y5qgT0.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5xA8-Y5qgT0.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5xA8-Y5qgT0.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5z4G0biL9B4.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\5z4G0biL9B4.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6-O-HJf6OZI.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6-O-HJf6OZI.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6-O-HJf6OZI.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6-O-HJf6OZI.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6-_1-vBNl_0.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6-_1-vBNl_0.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6-_1-vBNl_0.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\62ngcaBjRCY.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\65xWDhgq1OE.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\69BopbFc34U.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\69BopbFc34U.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\69BopbFc34U.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\69EsTnCVCp0.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6CRet5sD6xI.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6e5BsNaQmTo.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6EMgu2djYrU.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6EMgu2djYrU.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6EMgu2djYrU.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6EMgu2djYrU.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6ePyEPQp77Q.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6ePyEPQp77Q.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6ePyEPQp77Q.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6ePyEPQp77Q.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6h6kk-tPzmE.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6IOtQTOyQRU.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6IOtQTOyQRU.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6JfSPPVUgIg.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6JfSPPVUgIg.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6k8RQViPUTc.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6KKNrufnL80.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6LKbPUX03sY.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6LKbPUX03sY.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6LKbPUX03sY.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6N02tjYPLh8.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6N02tjYPLh8.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6N02tjYPLh8.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6nbxAP_ZKQQ.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6nbxAP_ZKQQ.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6NHEp_CF2jE.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6NjuNY4LfQc.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6nv6D2moFQw.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6nv6D2moFQw.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6nv6D2moFQw.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6oL9yyc9iJc.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6oL9yyc9iJc.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6RwVJK3husE.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6SiutTvCDUw.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6SiutTvCDUw.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6tBnFWDqvJE.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6TkMavTyimI.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6TkMavTyimI.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6TkMavTyimI.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6TkMavTyimI.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6TkMavTyimI.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6TkMavTyimI.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6tyhnIgNVs8.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6uqXoPJSoPg.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6uqXoPJSoPg.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6uqXoPJSoPg.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6uqXoPJSoPg.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6V92xyqy0q4.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6V92xyqy0q4.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6waL_gUxtAM.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6waL_gUxtAM.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6wHQsN5g2RM.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6wHQsN5g2RM.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6wHQsN5g2RM.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6wHQsN5g2RM.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6wIEiqmuHOM.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6WSr4IW6cNI.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6WSr4IW6cNI.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6xlHkQDHxbs.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6zm71IHOCZA.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6zm71IHOCZA.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\6zm71IHOCZA.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\70FJFG-MISQ.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\75XbCb7G8kw.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\75XbCb7G8kw.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\78zauTEQ-k8.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\78zauTEQ-k8.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\78zauTEQ-k8.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\79xbT95IyKI.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7b9DirXrkHo.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7b9DirXrkHo.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7BgScfRre5M.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7BgScfRre5M.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7BgScfRre5M.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7FXs86Z98E0.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7GRC7XjGzX8.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7GRC7XjGzX8.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7gyJdWaLpmE.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7gyJdWaLpmE.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7I-B2bBL0K0.004.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7IegDaeNlik.000.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7IegDaeNlik.002.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7IegDaeNlik.003.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7IegDaeNlik.005.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7Kn5VT9bB4I.001.mp4,train
C:\Users\athas\Downloads\Chalearn\first-impressions\train\7kO7jYYUVWg.004.mp4,train
